No,Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
79,Jangan Asal Injak Pedal Gas Mobil Matik CVT Saat di Tanjakan,"SOLO, KOMPAS.com - Kondisi lalu lintas yang padat atau macet di tanjakan menjadi tantangan tersendiri bagi pengemudi mobil matik. Selain membutuhkan kesabaran, situasi ini juga dapat memengaruhi performa kendaraan.Meski pengoperasian mobil matik lebih mudah daripada transmisi manual saat di tanjakan, namun jika salah pengoperasian, seperti terlalu sering menggantung gas secara bisa menyebabkan kerusakan.Jusri Pulubuhu, Founder Jakarta Defensive Driving Consulting mengatakan, matik CVT kurang cocok untuk berkendara di medan berat.Baca juga: Simulasi Kredit Hyundai Kona Electric, per Bulan Mulai Rp 8 JutaanMitsubishi Motors Apakah mobil matik transmisi CVT sulit menanjak?“Kita tahu saat ini ada matik tipe CVT di luar dari girboks. Kelemahannya adalah kurang bisa melakukan beban kerja berat, misalnya cara mengemudi yang keras atau kasar saat di tanjakan,” kata Jusri kepada Kompas.com, belum lama ini.Dia juga mengatakan, jika asal injak gas di tanjakan bisa membuat CVT berat dan bisa menimbulkan selip sehingga kendaraan jadi tidak responsif.“Terlebih saat berada di perbukitan, di tanjakan, dan turunan, kerja transmisi matik akan lebih berat,” katanya.Sementara itu, Iwan pemilik Iwan Motor Honda Auto Clinic mengatakan, saat mobil matik CVT melewati tanjakan, ada hal yang harus diperhatikan.Baca juga: Bahas Spek Motor Listrik eMOA, Jarak Tempuh Tembus 140 Km“Injak pedal gas secara bertahap mulai dari bawah, memanfaatkan tenaga mesin sebaik mungkin dengan menjaga moment mesin,” kata Iwan.Iwan juga menyarankan, hindari untuk menginjak pedal gas terlalu dalam dengan jangka waktu lama karena bisa mengakibatkan overheat dan matik selip.“Perhatikan RPM mesin, jangan sampai mendekati garis merah. Kalau sampai garis merah dan mobil tidak kuat nanjak jangan dipaksa, berarti mobil tidak kuat melewati tanjakan dan harus diberi bantuan,” kata Iwan.",06/09/2024,OTOMOTIF
80,"Keluar dari Vietnam, GOTO Berpeluang Memperkuat Posisi di Pasar Terbesar","JAKARTA, KOMPAS.com - Pengamat ekonomi digital dari Institute for Development and Economics and Finance (INDEF), Izzudin Al Farras, menilai aksi korporasi PT GoTo Gojek Tokopedia Tbk (GOTO) yang memilih untuk keluar dari pasar Vietnam merupakan strategi keunggulan komparatif untuk fokus pada keunggulan yang sudah dimiliki.GoTo, melalui Gojek, saat ini merupakan pemimpin pasar di Indonesia. Menurut Farras, Indonesia memiliki ruang pertumbuhan yang masih sangat besar di sektor ekonomi digital lainnya.Berbagai studi menunjukkan, Indonesia senantiasa menjadi negara dengan ekonomi digital terbesar di kawasan. Bonus demografi dan potensi pertumbuhan ekonomi ke depan mendorong sejumlah korporasi global berlomba-lomba masuk ke Indonesia, tak terkecuali perusahaan teknologi.Baca juga: Gojek Tutup Bisnis Ojol di Vietnam, Kalah Saing?SHUTTERSTOCK/WIRESTOCK CREATORS Ilustrasi logo GoTo. ""Artinya, aksi korporasi GoTo yang memilih untuk keluar dari pasar Vietnam merupakan strategi keunggulan komparatif yang umum digunakan oleh berbagai perusahaan untuk lebih fokus pada keunggulan yang sudah dimiliki di Indonesia,"" kata Farras dalam keterangannya, Kamis (5/9/2024).Dari sisi pasar, Farras mengatakan, Indonesia jelas lebih menjanjikan dibandingkan Vietnam karena memiliki pangsa pasar yang jauh lebih besar.Potensi ke depan juga masih terbuka lebar karena masih banyak daerah di sub urban dan rural area yang belum tergarap oleh berbagai perusahaan teknologi.""Daerah-daerah tersebut menjadi peluang untuk penetrasi perusahaan teknologi seperti Gojek ke depannya,"" jelas Farras.Baca juga: GOTO Tutup Layanan Gojek di VietnamMenurut laporan Google, hingga tahun 2025, ruang pertumbuhan industri transportasi dan pengantaran makanan secara online di Indonesia masih lebih besar dibandingkan Vietnam.Nilai transaksi kedua layanan itu di Indonesia diprediksi akan tumbuh hingga 2 miliar dollar AS, sedangkan di Vietnam hanya akan tumbuh sebesar 1 miliar dollar AS.",06/09/2024,MONEY
81,Eskayvie Ajak Entrepreneur Muda Manfaatkan Peluang dari Program Affiliate,"KOMPAS.com – Perusahaan yang bergerak di bidang kesehatan dan bisnis, PT Eskayvie Indonesia, mengajak para entrepreneur muda berbisnis melalui program affiliate di TikTok.Untuk mendorong keikutsertaan entrepreneur, Eskayvie bekerja sama dengan Smeshub Indonesia menggelar workshop bertajuk “Peluang Affiliate di TikTok: Jadi Partner Bisnis Menguntungkan” di Gedung South Quarter Tower A, Jakarta, Kamis (5/9/2024).Workshop tersebut dihadiri oleh 50 entrepreneur muda yang didukung oleh Smeshub Indonesia—ekosistem pengembangan usaha mikro kecil dna menengah (UMKM) yang berfokus pada pelatihan bisnis digital.Para peserta mendapatkan kesempatan untuk mendalami peluang bisnis melalui program Affiliate Eskayvie di TikTok, di mana reseller bisa meraih komisi hingga 40 persen dari setiap penjualan produk.“Kami sangat bersemangat bisa bekerja sama dengan Smeshub Indonesia untuk mengadakan workshop ini. TikTok bukan hanya platform hiburan, melainkan juga memiliki potensi besar untuk meningkatkan penjualan bisnis. Program affiliate Eskayvie diharapkan bisa membantu reseller kami mencapai kesuksesan di bisnis digital,” ujar VP Eskayvie Indonesia, Dinda Ariestiany, dalam rilis yang diterima Kompas.com, Jumat (6/9/2024).Workshop tersebut, kata Dinda, menjadi ajang berbagi pengetahuan antara para peserta dengan ahli di bidang digital marketing dan affiliate marketing.Lewat pelatihan tersebut, para peserta diharapkan bisa menerapkan strategi yang dipelajari untuk sukses di dunia bisnis digital.“Perkembangan branding yang perlahan dilakukan Eskayvie Indonesia juga tidak hanya melalui media sosial, tetapi kami juga mendukung berbagai event offline seperti tennis, pound fit, dan manasik umrah. Workshop ini pun menjadi salah satu pioneer dalam offline activity yang diadakan oleh Eskayvie Indonesia untuk turut mengembangkan skill berbisnis para entrepreneur muda di Indonesia”,” kata Public Relation and Partnership Eskayvie Indonesia, Endah Wagiyanti. ",06/09/2024,MONEY
82,"Cadangan Devisa Agustus 2024 Capai 150,2 Miliar Dollar AS, Tertinggi Sepanjang Sejarah","JAKARTA, KOMPAS.com - Nilai cadangan devisa Indonesia meningkat pada Agustus 2024. Hal ini melanjutkan kenaikan yang terjadi pada bulan-bulan sebelumnya. Asisten Gubenur Bank Indonesia (BI) Erwin Haryono mengatakan, posisi cadangan devisa Indonesia pada akhir Agustus 2024 sebesar 150,2 miliar dollar AS. Angka tersebut meningkat sekitar 4,8 miliar dollar AS dari posisi bulan sebelumnya yang mencapai 145,4 miliar dollar AS.""Posisi cadangan devisa Indonesia pada akhir Agustus 2024 tercatat sebesar 150,2 miliar dolar AS,"" ujarnya dalam keterangannya, Jumat (6/9/2024).Baca juga: Cadangan Devisa RI Kembali Naik, per Juni 2024 Mencapai 140,2 Miliar Dollar ASMenurut Erwin, posisi cadangan devisa tersebut merupakan jumlah yang tertinggi sepanjang sejarah Indonesia. ""Ini all time high loh,"" sebut dia dalam media pesan WA.Dia menjelaskan, kenaikan posisi cadangan devisa salah satunya dipengaruhi oleh penerimaan pajak dan jasa, penerimaan devisa migas, serta penarikan pinjaman luar negeri pemerintah.Adapun posisi cadangan devisa pada akhir Agustus 2024 setara dengan pembiayaan 6,7 bulan impor atau 6,5 bulan impor dan pembayaran utang luar negeri pemerintah. Posisi ini berada di atas standar kecukupan internasional sekitar 3 bulan impor.""Bank Indonesia menilai cadangan devisa tersebut mampu mendukung ketahanan sektor eksternal serta menjaga stabilitas makroekonomi dan sistem keuangan,"" ucapnya.Ke depan, bank sentral meyakini cadangan devisa tetap memadai sehingga dapat terus mendukung ketahanan sektor eksternal.Optimisme itu selaras dengan prospek ekspor yang tetap positif serta neraca transaksi modal dan finansial yang diprakirakan tetap mencatatkan surplus sejalan persepsi positif investor terhadap prospek perekonomian nasional dan imbal hasil investasi yang menarik, mendukung tetap terjaganya ketahanan eksternal.""Bank Indonesia juga terus memperkuat sinergi dengan pemerintah dalam memperkuat ketahanan eksternal sehingga dapat menjaga stabilitas perekonomian dalam rangka mendukung pertumbuhan ekonomi yang berkelanjutan,"" tuturnya.Baca juga: Pemerintah Tarik Utang, Cadangan Devisa RI Naik Lagi",06/09/2024,MONEY
83,Tes Singkat Toyota Prius Hybrid 2024 Rute Solo - Yogyakarta,"Yogyakarta, KOMPAS.com - Toyota Prius HEV terbaru sepertinya tak lagi menampilkan kesan mobil ramah lingkungan, meski tetap mengadopsi teknologi hibrida.Paras model 2024 yang diresmikan pada GIIAS pada Juli lalu, kini lebih mngedepankan desain yang eksotis dan futuristis.Baca juga: Pemesan Toyota Prius HEV di Indonesia Baru 6 UnitTak heran ketika awak redaksi mencobanya di rute Solo menuju Yogyakarta banyak mata memandang seolah memiliki daya tarik tersendiri. Terlebih sedan 4 pintu ini dibalut warna mencolok yaitu kuning.Kompas.com - AFH Tampilan belakang Toyota Prius Hybrid 2024Desain eksotis dan streamline pada Prius HEV 2024 tentu bukan sekedar desain. Para teknisi Toyota sepertinya hendak mengurangi daya hambat angin guna memuluskan capaian efisiensi bahan bakar.Melalui tes singkat rute Solo - Yogyakarta, awak redaksi bersama beberapa rekan media lain yang berada di kabin mendapati hasil yang cukup baik, 29 kpl, pengendaraan normal. Interior Toyota All New Prius HEV (Hybrid Electric Vehicle)Bukan hanya merasakan efisiensi teknologi hybrid terbaru, Prius 2024 ini memberikan rasa berkendara yang cukup menyenanngkan. Suspensi moderat yang terasa tidak keras namun juga tidak terlalu empuk, membuat stabilitas bermanuver dan kenyamanan jadi kompromi yang ciamik.Apalagi desain dasbor dan ruang kemudi yang futuristis dan ergonomis memberikan rasa berkendara jadi menyenangkan. Rasanya tak berlebihan jika saya menyematkan sebuah penghargaan fun to drive pada Prius terbaru ini.Kendati demikian ada sedikit catatan yang muncul ketika berada di kabin belakang. Ruang kaki, untuk ukuran dewasa dengan tinggi 175 cm terasa agak terbatas ketika harus berbagi kelegaan dengan penumpang depan. Interior Baris Kedua Toyota All New Prius PHEV (Plug-in Hybrid Electric Vehicle)Begitu pula dengan ruang kepala yang merupakan konsekuensi dari desain atap yang menyerupai gaya sedan kupe.Selebihnya apa yang didapat dari sedan Rp 698 juta ini cukup value for money, apalagi mobil ini bisa memberikan sumbangsih besar dari pengurangan emisi gas buang.",06/09/2024,OTOMOTIF
84,UPK DAPM Gemolong Bagikan 1.036 Paket Sembako,"KOMPAS.com - Unit Pengelola Kegiatan Dana Amanah Pemberdayaan Masyarakat (UPK DAPM) Kecamatan Gemolong, Kabupaten Sragen membagikan ribuan paket sembako yang berlangsung pada 6-7 September 2024 di Kantor UPK Gemolong.Ada sebanyak 1.038 paket sembako yang diberikan kepada para nasabah kelompok Simpan Pinjam khusus Perempuan (SPP) se-kecamatan Gemolong. Sembako yang diberikan terdiri dari beras, mie instan, susu, gula, dan minyak goreng.""Setiap tahun itu ada kegiatan bersama seperti ini, tahun lalu undian berhadiah, tahun ini ada beberapa usulan untuk membuat acara berkah sembako,"" kata Ketua UPK DAPM Gemolong Sambung Adikumbara kepada Kompas.com, Jumat (6/9/2024).Baca juga: Bank Mega Syariah Salurkan 5.800 Paket Sembako di 41 KotaSambung menjelaskan, pembagian sembako diberikan sebagai bentuk apresiasi kepada para nasabah, yang telah bekerjasama dengan baik dalam pemanfaatan dana pinjaman modal usaha.Juwarni (42 tahun), salah satu nasabah Simpan Pinjam Perempuan (SPP), mengaku senang mendapatkan paket sembako dan merasa sangat terbantu dengan adanya dana pinjaman dari UPK DAPM yang bisa meningkatkan usaha miliknya.""Iya (terbantu). Dana pinjaman saya gunakan untuk menambah modal usaha jualan tahu dan ternak ayam kampung. Hasilnya (jualan dan ternak) bisa meningkatkan ekonomi,"" tutur Juwarni.Baca juga: Dana Eks PNPM-MP di Gresik Masih Tersisa Rp 58,1 MiliarUntuk diketahui, UPK DAPM adalah lembaga keuangan non bank dengan basic sosial pemberdayaan, yang bertujuan meningkatkan kesejahteraan masyarakat melalui peningkatan ekonomi dengan pinjaman modal usaha kepada masyarakat miskin dan menengah.Sejak UPK DAPM Kecamatan Gemolong berdiri pada tahun 2009, alokasi dana simpan pinjam kelompok SPP yang kurang lebih 2,2 miliar saat itu, telah berkembang menjadi 9,3 miliar per Agustus 2024.""UPK DAPM merupakan pengelola dana bergulir eks PNPM, kita lahirnya tahun 2009, kita mendapatkan alokasi untuk simpan pinjam kelompok SPP kurang lebih 2,2 miliar, kemudian aset kita menjadi 9,3 miliar per Agustus 2024,"" papar Sambung.Baca juga: Jelang Lebaran, Bogasari Bagi-bagi Paket SembakoSelain memberikan pinjaman kepada masyarakat, lanjut Sambung, pihaknya juga terus melakukan pendampingan program sosial dan pemberdayaan masyarakat.""Ada beberapa bentuk dampingan yang kita lakukan, kita sering melakukan pelatihan bermacam-macam, melakukan dampingan kepada kelompok untuk memberikan sosialisasi, apresiasi kepada mereka yang bisa mengembangkan inovasi baru, dan lainnya"" jelas Sambung.Sambung memaparkan, surplus tahunan yang diperoleh juga dialokasikan ke dana sosial yang dikelola oleh Badan Kerjasama Antar Desa (BKAD) Kecamatan Gemolong.""Tahun ini ada beberapa alokasi dana sosial untuk bantuan modal usaha kepada masyarakat kurang mampu, ada pembagian sembako, ada juga force majeur (bencana) seperti kebakaran,"" terang dia.Baca juga: Bantu Jaga Inflasi Pangan, Sampoerna Sediakan 1.000 Paket Sembako MurahSambung berharap UPK bisa semakin maju, semakin berkembang, dan masyarakat semakin mendukung keberlangsungannya.""Masyarakat yang ingin mencari pinjaman tanpa agunan untuk meningkatkan ekonomi, sistem berkelompok, bisa mengajukan pinjaman ke UPK,"" ujarnya.Ia menambahkan, sejauh ini pinjaman modal usaha yang diberikan kepada masyarakat termasuk dalam kategori lancar, dengan nilai NPL (Non Performing Loan) sebesar 0,3 persen.""Kita syukuri, dari dana kelola 9,3 miliar, NPL sebesar 0,3 persen,"" pungkasnya.Sebagai tambahan informasi, UPK Kecamatan Gemolong terdiri dari 10 desa dan 4 kelurahan, yaitu Desa Brangkal, Genengduwur, Jatibator, Jenalas, Kalangan, Kaloran, Nganti, Peleman, Purworejo, Tegaldowo, serta Kelurahan Gemolong, Kragilan, Kwangen, dan Ngembatpadas.Baca juga: Cara Cek Penerima Bansos 2024 di DTKS Kemensos",06/09/2024,MONEY
85,"Pasar Melambat, Peluncuran Avanza Hybrid di RI Masih Tertunda?","KARAWANG, KOMPAS.com - Toyota Indonesia berencana untuk membenamkan teknologi hibrida atau hybrid electric vehicle (HEV) pada seluruh jajaran produk yang dipasarkan dan diproduksi.Langkah terkait seiring dengan komitmen perusahaan untuk mendukung pengurangan emisi kendaraan bermotor dari seluruh lapisan ataupun segmen masyarakat.""Yah, kita berharap bisa masuk ke segmen-segmen bawah,"" kata Wakil Presiden Direktur PT Toyota Motor Manufacturing Indonesia (TMMIN), Bob Azam di Karawang, Jawa Barat, Kamis (8/9/2024).Baca juga: Produsen Perkakas Ini Dukung Tim Balap Lokal Berlaga di InternasionalStanly/KompasOtomotif Logo Toyota yang terpasang di bagian depan salah satu produknya.Hanya saja dengan kondisi pasar yang tengah melambat di tahun ini, nampaknya rencana Toyota meluncurkan produk mobil hybrid baru tidak akan dilaksanakan dalam waktu dekat.Apalagi, segmen menengah ke bawah sangat sensitif terhadap harga. Pada kesempatan sama, mobil hybrid juga belum diberikan insentif yang membuat banderolnya kurang kompetitif.Untuk diketahui, menurut data Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) penjualan mobil dari pabrik ke diler selama periode Januari-Juli 2024 turun 17,5 persen yoy menjadi 484.235 unit.""Segmen bawah ini kan sensitif sekali terhadap harga. Jadi bukan kitanya, tapi konsumen. Daya beli mereka itu yang harus kita bantu,"" kata Bob.""Yang namanya teknologi pada tahap awal cost-nya harus ditolong dulu supaya masyarakat bisa menjangkau,"" ujar dia.Kendati demikian, Bob mengaku pihaknya sedang mempersiapkan segala sesuatu untuk produk hybrid murah dimaksud.Baca juga: Siap-siap, Toyota Fortuner Terbaru Meluncur Siang IniKOMPAS.com/OTOMOTIF Oto Journey 2024 - Toyota Yaris dan Innova Zenix HybridSebelumnya, Presiden Direktur TMMIN Nandi Julyanto menyatakan bila dalam waktu dekat bakal meluncurkan mobil listrik berjenis hibrida alias hybrid untuk model kendaraan sejuta umat di dalam negeri.Produk ini akan menjadi hybrid produksi lokal ketiga usai Kijang Innova Zenix Hybrid dan Yaris Cross Hybrid.""Kalau hybrid kita upayakan semuanya akan produksi Indonesia. Kita memulai dari Kijang Innova karena memang benar-benar sudah dikenal masyarakat, kemudian B SUV. Lalu nanti akan ke model-model mobil sejuta umat, itulah yang kita lakukan,"" katanya saat ditemui di Park Hyatt, beberapa waktu lalu.""Kita ingin semakin banyak orang yang berperan dalam pengurangan emisi,"" kata Nandi.Hanya saja pada kesempatan itu, ia masih enggan menuturkan lebih jauh perkiraan modelnya. Namun besar kemungkinan, ialah Avanza Hybrid.""Toyota akan berfokus terhadap model-model yang banyak digunakan oleh masyarakat. Karena Toyota melayani semua segmen, tidak hanya segmen tertentu atau yang sifatnya (khusus) premium,” kata Bob.",06/09/2024,OTOMOTIF
86,"Paus Fransiskus ke Papua Nugini Gunakan Garuda Indonesia, Dirut Garuda: Sebuah Kehormatan...","JAKARTA, KOMPAS.com - Kepala Negara Vatikan sekaligus Pemimpin Umat Katolik Sedunia, Paus Fransiskus, meninggalkan Indonesia pada hari ini, Jumat (16/9/2024) untuk melanjutkan perjalanan apostolik ke Papua Nugini.  Pada perjalanan dari Indonesia menuju Papua Nugini tersebut, Paus Fransiskus bersama rombongannya menggunakan pesawat Garuda Indonesia dengan nomor penerbangan GA-7780.  ""Merupakan sebuah kehormatan tersendiri ketika kami dapat turut andil dalam salah satu momen penting bagi Indonesia, di mana Garuda Indonesia dipercaya penuh untuk mengantarkan perjalanan Paus Fransiskus ke destinasi kunjungan beliau selanjutnya yaitu Papua Nugini,"" ujar Direktur Utama Garuda Indonesia Irfan Setiaputra dalam keterangannya, Jumat (6/9/2024).Baca juga: Maknai Pesan Paus Fransiskus dalam Dialog Lintas Iman, Sri Mulyani: Sangat Menyejukkan Pesawat yang digunakan Paus Fransiskus beserta rombongan adalah pesawat wide body jenis A330-900neo yang mampu mengangkut hingga 301 penumpang.  Pesawat tersebut diberangkatkan dari Bandara Internasional Soekarno-Hatta, Tangerang pada pukul 09.45 LT dan dijadwalkan tiba di Jackson International Aiport, Port Moresby pada pukul 18.50 LT.  Menurut Irfan, penerbangan ini sekaligus merefleksikan semangat nasionalisme berkelanjutan Garuda Indonesia untuk terus mendukung berbagai kegiatan pemerintah. Terlebih, agenda kunjungan Paus Fransiskus ini mengusung misi persaudaraan dan toleransi antar-umat beragama di Indonesia.  ""Kunjungan Paus Fransiskus ini turut mengusung misi persaudaraan dan toleransi antar-umat beragama di Indonesia, sehingga keterlibatan dalam agenda tersebut memiliki nilai dan arti yang sangat penting bagi Garuda Indonesia,"" kata dia. Ia menuturkan, dalam upaya mengoptimalkan kesiapan penerbangan tersebut, Garuda Indonesia berkoordinasi secara intensif bersama seluruh pemangku kepentingan untuk memastikan seluruh langkah serta prosedur yang dilaksanakan telah memenuhi standar yang dipersyaratkan. Garuda Indonesia menugaskan 16 awak pesawat terdiri dari 4 cockpit crew dan 12 cabin crew. Tak hanya itu, maskapai pelat merah ini juga memberikan sentuhan khusus pada layanan dan touch point, di antaranya pada inflight menu dan inflight materials.  Garuda Indonesia pun didukung lini anak usaha yang tergabung dalam Garuda Indonesia Group untuk penerbangan ini. Dukungan tersebut mencakup beragam aspek, mulai dari teknis, operasional, hingga pelayanan. ""Kehadiran Garuda Indonesia dalam rangkaian perjalanan Paus Fransiskus kali ini merupakan manifestasi tangan-tangan penuh dedikasi dari seluruh unsur Garuda Indonesia Group,"" tutup Irfan. Baca juga: Dukung Misa Agung Paus Fransiskus, Transjakarta Sediakan Lahan Parkir di 2 Depo",06/09/2024,MONEY
87,"Daftar Harga Ban Mobil per September 2024, Cek Sebelum Ganti","JAKARTA, KOMPAS.com - Salah satu komponen yang vital pada mobil adalah ban. Karet bundar ini yang bersentuhan langsung dengan permukaan jalan. Maka dari itu, penting sekali menjaga kondisi dan performanya.Ban mobil tidak hanya memengaruhi performa, tapi juga kenyamanan dan keselamatan. Usia pakai komponen mobil ini bisa dikatakan cukup awet, bisa lebih dari setahun. Apalagi, jika benar cara merawatnya, cara berkendaranya tidak agresif, dan rute yang dilewati relatif bagus.Baca juga: Berapa Lama Umur Ban Mobil jika Dipakai Harian?Meski demikian, banyak orang jadi menyepelekan kondisi ban atau lalai merawat serta melakukan pengecekan. Seiring dengan penggunaan, tentunya alur ban akan semakin menipis hingga habis atau botak.Fathan Radityasani/Kompas.com Ilustrasi ban mobil aus.Meskipun ban mobil masih bisa digunakan dalam kondisi tersebut, tapi sangat tidak disarankan. Pasalnya, kondisi ini dapat membahayakan penggunanya dan pengguna jalan lainnya.Ban mobil yang sudah botak tidak sanggup memberikan cengkeraman atau traksi dengan maksimal. Sehingga, ketika dalam kondisi jalan basah atau licin, risiko mobil tergelincir atau mengalami aquaplaning akan meningkat.Baca juga: Beda Ban Mobil Lama dan Ban Baru Cuma pada Garansi PabrikDealer Skill Development Manager PT Honda Prospect Motor (HPM) Onsert Ophirio mengatakan, tingkat keausan ban mobil bisa diukur dengan mengecek bagian tapak ban.Nissan Ban mobil botak bisa jadi salah satu penyebab aquaplaning.""Jadi, agar ketika hujan mobil kita tidak berjalan di atas air, airnya perlu dialirkan ke luar melalui tapak ban. Hal ini agar ban tetap bisa mencengkeram dengan baik,"" kata Onsert kepada Kompas.com, beberapa waktu lalu.Menurutnya, saat tapak ban sudah menyentuh indikator, sebaiknya ban mobil segera diganti. Untuk pergantian ban, disarankan mengganti satu set sekaligus. Maka dari itu, penting untuk melakukan rotasi ban secara berkala agar tingkat keausannya merata.Kompas.com/Dicky Aditya Wijaya Ban mobil aus bisa dilihat dari TWIBerikut ini kisaran daftar harga ban mobil pada September 2024, dirangkum dari berbagai sumber:165 R13Dunlop Van Radial Steel- Lt5 - Rp 639.000/Pcs165/65 R13Hankook K435 - Rp 495.000/Pcs165 /80 R13Bridgestone New Techno - Rp 545.000/PcsHankook K435 - Rp 475.000/Pcs175 R13Dunlop Van Radial Steel- Lt5 - Rp 639.000/Pcs175/70/13Hankook K435 - Rp 485.000/PcsBridgestone New Techno - Rp 625.000/pcsDunlop Sp Touring R1 - Rp 492.000/Pcs175/65/14GT Radial champ eco - Rp 525.000/pcsDunlop sp touring - Rp 549.000/pcsHankook K435 - Rp 529.000/PcsBridgestone Techno - Rp 625.000/Pcs185/60/14Hankook K435 - Rp 611.000/pcs185/70/14Gt radial champ eco - Rp 556.000/PcsDunlop sp touring - Rp 569.000/pcsBridgestone new techno - Rp 655.000/PcsHankook Kinergy K435 - Rp 539.000/pcs185/80/14Hankook Kinergy Eco2 - Rp 608.000/pcsDunlop SP Touring R1 - Rp 569.000/pcs195/70/14Hankook K435 - Rp 589.000/PcsBridgestone new techno - Rp 695.000/Pcs",06/09/2024,OTOMOTIF
88,Adakah Batasan Menyalakan AC Saat Mobil Parkir?," JAKARTA, KOMPAS.com - Sering kali, pengguna mobil merasa nyaman menyalakan AC saat mobil dalam kondisi parkir, terutama ketika cuaca panas.Namun, apakah ada batasan waktu untuk menyalakan AC saat kendaraan dalam kondisi berhenti? Apakah kebiasaan ini aman atau berpotensi menimbulkan masalah?Menurut Gunawan, pemilik Premium 99 AC, sejauh ini tidak ada aturan pasti yang melarang penggunaan AC saat mobil diparkir.Baca juga: Ford Everest Titanium Next Gen Punya Fitur Keamanan Canggih""Jadi sebetulnya enggak ada larangan yang pasti soal menggunakan AC saat parkir. Belum ada studi yang menyebutkan kalau hal itu berbahaya,"" ucap Gunawan kepada Kompas.com, Kamis (6/9/2024).Meski demikian, ada beberapa faktor yang dapat memengaruhi keamanan penggunaan AC dalam situasi ini.Gunawan menambahkan bahwa yang lebih penting diperhatikan adalah kondisi sirkulasi udara di dalam mobil.""Kalau mobil diparkir dalam waktu lama, sebaiknya jendelanya dibuka, supaya terjadi pergantian udara di dalam mobil,"" ujarnya.Mitsubishi Alasan AC mobil tak disarankan langsung dinyalakan saat mesin baru hidup. Langkah ini bisa membantu mencegah kelembapan berlebihan dan menjaga kualitas udara tetap baik di dalam kabin.Terkait masalah mesin, menyalakan AC saat mobil diparkir dalam waktu lama bisa berpotensi memengaruhi suhu mesin, terutama jika sistem pendinginan kendaraan tidak optimal.Mesin yang panas secara berlebihan dapat menurunkan performa dan memperpendek usia beberapa komponen mobil.Baca juga: MG Akan Luncurkan Mobil Listrik dengan Baterai Solid-StateGunawan juga mengingatkan pentingnya perawatan AC yang baik, termasuk penggantian filter udara.""Kalau AC kotor atau filter udara sudah lama tidak diganti, sirkulasi udara bisa terganggu, dan berpotensi mengganggu kesehatan,"" kata Gunawan.",06/09/2024,OTOMOTIF
89,"PT PELNI Buka Lowongan Kerja hingga 14 September 2024, Simak Kualifikasinya","JAKARTA, KOMPAS.com - PT Pelayaran Nasional Indonesia atau PT PELNI (Persero) membuka lowongan pekerjaan untuk lulusan S1 dan profesi dokter. Adapun posisi lowongan kerja yang dibuka yaitu Staff Aktivasi Brand, Staff Komunikasi Eksternal, dan Dokter Klinik PT PELNI. Lowongan kerja ini diperuntukkan bagi calon pelamar yang memiliki pengalaman di bidangnya. Baca juga: Sosok Faisal Basri di Mata Para Tokoh, Ekonom Kritis Berbasis DataSebagai informasi, PT PELNI (Persero) merupakan perusahaan pelayaran milik negara yang didirikan pada tanggal 28 April 1952 sesuai dengan Surat Keputusan Menteri Perhubungan No. M2/1/2 tanggal 28 April 1952.Perusahaan ini bergerak dibidang jasa transportasi kapal laut yang handal dan profesional dengan memberikan pelayanan terbaik bagi pelanggan.PT PELNI mengoperasikan armada kapal penumpang, kapal ferry cepat dan armada kapal barang. Perusahan ini melayani rute perjalanan domestik dan menyinggahi lebih dari 94 pelabuhan di seluruh pelosok Nusantara.Baca juga: Pendaftaran CPNS Diperpanjang 4 Hari, Pelamar Diminta Tak Daftar Jelang Penutupan Dilansir dari laman resminya, Jumat (6/9/2024), berikut kualifikasi yang dibutuhkan dan cara mendaftar lowongan kerja BUMN PT PELNI (Persero).Status Pegawai: KontrakKualifikasi:Pengalaman:Status Pegawai: KontrakKualifikasi:Pengalaman:Baca juga: Layanan E-Meterai Sudah Dapat Diakses Lagi, Peruri: Kuota yang Sudah Dibeli Tidak HilangDeskripsi pekerjaan:Kualifikasi:",06/09/2024,MONEY
